1,neutral,barusan liat tulisan di belakang truk rela injek kopling demi kamu bisa shopping 
1,neutral,her itu lho miss kevin sama keven rebutan gimbot ya wis aku beli 2 ae sambil nunjuk the twins yg asik main ipad masin 
1,neutral,iya rep gatau aku masih kelas 4 sd ehh di block 
1,neutral,aku mohon tepatilah janjimu penantiancintaeps19
1,neutral,bukan beria nk kahwin sbb gatal celah kangkang tp penat bila balik kg org anggap aku ni bujang takde kerja and ser 
1,neutral,aku ingatkan habanero paling pedas rupanya ada 10 kali ganda yg lagi pedas gila 
1,neutral,aku tengok drama cinta bukan kristalatu conversation anak dengan bapak bapak iyeee sekarang semua perempuan n 
1,neutral,yg aku butuh interaksi dari 95l 99l yuk yg line segitu kuy mutualan nanti ku follow tapi auto followback ok rt aja 
1,neutral,kau dah tak streak dengan aku pun 
1,neutral,yg selama ini nunggun video dari aku nih retweet yg mau full 
1,neutral,tak kisah pun bf ade kawan perempuan sebab aku pun ade kawan laki tapi kalau over nak ngadu nak cite itu ini send ga 
1,neutral,high 
1,neutral,nanti malam ada undangan opening di hungerbelt spazio temani aku laaaahhh siiisssss 
1,neutral,aku tambah lagi ia
1,neutral,sebenarnya ramai sifu2 property approach aku utk join kelas investment etcemua cerita beli rumah murah dan sewakan 
1,neutral,lecturer aku suruh tampal note kat tempat yang aku selalu tengok takkan aku nak tampal kat muka crush pulak
1,neutral,20thn aku pengen nikah umur 23 sm orang yang gini gini gini 23thn blm ada yg nglamar 24thn si 
1,neutral,terdengar perbualan budak sekolah aku nk amik a level aku nk amik asasi asasi lagi ok dari matrik kan aa 
1,neutral,cara outin diri sendiri gimana sih yang bisa outin aku aku bayar deh g 
1,neutral,mana gampaang aku nanya dulu tauu 
1,neutral,makan tido makan tido hari ni aku mereput je la kat rumah hadap diorang ni haih 
1,neutral,threado as promised aku nk citer pengalaman aku ambik teh kurus pil kurus it was 2013 2014 mcm tuince everyone was s 
1,neutral,makanya tadi aku kaget lihat teman kabar nya udah menikah dalam hati kamu kapan taarufnya kok sampai ga tercium kabarnya 
1,neutral,aku juga dong mbaknya link kalo jepang main 
1,neutral,hyung kamu kanibal kan ' ' 
1,neutral,jajanin aku kak 
1,neutral,ini tiga aku satu aja gapunya ' 
1,neutral,hi semuanya aku adain give away nih give away nya album bts yg love yourself answers yey cukup follow dan retwee 
1,neutral,'aku di rumah aja' adalah anagram dari 'besok malam minggu'
1,neutral,jumat malam bersama 2 kawan di dalam mobil menuju sebwah apartemen diurabaya barat b gaes sorry ya aku dan a k 
1,neutral,aku nang kampus untuk ngopi ketemu wong2 podo kabeh takok e lapo mengubah sosyeti a 
1,neutral,kamu juga kan 
1,neutral,x de adab betul budak ni pinjam buku aku 
1,neutral,kenapa popular weh sorry aku blur x paham mksd hg 
1,neutral,broimak video ini ribka tjiptaning penulis buku aku bangga jadi anak pki dia setuju pki harus tetap ada yang pasti d 
1,neutral,mau mandi diceramahin dulu sama nyonya besar intinya sama tobat kamu abis iniiap komandan 
1,neutral,ada penjual suruh tebuk lubang kecik ja tahan lebih 30 hari aku dh nk dekat 3 bulan x hb 
1,neutral,kengkawan lama suka cari aku bila nak translate bahasa jawa hahah ingat lagi aku ni anak jawa 
1,neutral,karena aku kepo 11 13 20
1,neutral,berarti aku bener dong jawab cowok dapet 2jt nggak nih 
1,neutral,tls followan ama aku yukk rep rt kita temenan
1,neutral,antra bebanyak pondan kt malaysia ni aku rasa viviana ni y bila bercakap ada content ive never thought y komuniti ki 
1,neutral,lepas tengok movie onetwojaga teringat pulak time intern dulu kerja dengan contractor sebagai quantityurvey juruuk 
1,neutral,ada yang bertahan karena sayang ada juga karena terpaksa menurut kamu kapel kamu yang mana 
1,neutral,so aku pergi klinik sebab muntah tengok carta organisasi dia buatkan aku nak tergelak apa ni wei 
1,neutral,ya allah pengen ngakak goler2 aku sama trit iniiii 
1,neutral,pastu kan perangai dia still babi lagi nampak sangat taknak aku kahwin biasa biasa 
1,neutral,siang happy friday sholat jum'at nya jangan lupa ya aku habis ada kegiatan terus nanti ada latihan bareng team j s 
1,neutral,kawan aku bagi tips dietebab masa cuti dia just makan nie utk diet and bila naik sem hari tu dia dah kurus giler ka 
1,neutral,aku tadi nge rt wah wah wah
1,neutral,sebenarnya takde ciri pun bila dah sayang someone tu dia gelap pun kita suka dia putih pun kita suka dia tak hensem pu 
1,neutral,antara ayat penipuan paling besar 1 jap tengah siap 2 otw 3 tak study pun 4 takda kredit lah 5 pakai duit ka 
1,neutral,izinkan aku mengupload ini 
1,neutral,kamu jangan lupa sholat dzuhurnya
1,neutral,life skang aku simplekan je aku tak suka aku tak layan itu je penat nk jaga hati org je pikir diri sendiri dlu 
1,neutral,tiap salam buat suami aku exo di korea paaak 
1,neutral,masalah pinjam lighter bang pinjam lighter jap ok light kena berdiri jap sedup satu pam kene hembus dlu sebab nak ucap 
1,neutral,tidur tak buka kipas or aircond bcs takut the kitten sejuk nanti bangun approximately every 2 hours just sebab dia nangis l 
1,neutral,7 00 p m itu pagi apa malam ya pagiudah pernah coba trik pancing memancing kayak gitu b 
1,neutral,mamak ni nak try aku ke apa 
1,neutral,tomorrow i will date with yesterday's you movie aku download sebab katanya sedih k start movie sampai ending duk fikir t 
1,neutral,aku ngatau nih bang definisi berhasil apa nga 
1,neutral,sama aku kapan 
1,neutral,aku main ww deg degan mulu wkwkwk id kamu apaa 
1,neutral,aku jual 
1,neutral,waw beliin buat aku dong
1,neutral,amin ustazah saya pening kepala me takpelah awak tulis je apa yang awak laratampai masa aku suruh hantar buku tara 
1,neutral,aku tak tahu kenapa bila time gaduh je english aku automatic power aku rasa time exam nanti kena gaduh dulu before jawab 
1,neutral,sebenarnya ramai sifu2 property approach aku utk join kelas investment etcemua cerita beli rumah murah dan sewakan 
1,neutral,kamu sudah shalat jum'at belum letsfridaypray
1,neutral,giveaway ina only adakah yg masih nungguin wdtv sampai hampir gila kaya aku help dong 1 1 doa boleh sekalian 
1,neutral,semoga kamu jadi salah satu dari 3ahabat yang beruntung dapetin pulsa 50k ya jangan lupa like dan ajak 3 teman kamu unt 
1,neutral,aku baru je tukar tayar depan myvi sepasang rm 450 semalam 
1,neutral,hallo td aku berselancar di twt ttg belanja di gmarket gitu trs nemu km pernah beli album di gmarket 
1,neutral,aku nak buat nie ti
1,neutral,pipi nya cubit pipi kamu emang mau nya di cium dmn 
1,neutral,memang best tengok ikan datang aku pon pernah buat dekat pulau bagi makan roti tapi perbuatan tu salah ikan kene ma 
1,neutral,kalo aku bacanya sih emang kamu yang ngetik ga jelas wkwkwk
1,neutral,giveaway pulsa 20k untuk 1 orang pemenang caranya retweet dan follow akun aku aja ya pemenang aku umumin tangga 
1,neutral,ngapain kamu 
1,neutral,pernah pas masih ngajar privat gt adek kakak muridnya adek aku weekend ini mau ke spore miss pernah ke s 
1,neutral,aku dok bayang macam alien keluaq dari dada
1,neutral,adik aku yang darjah 5 tetiba masuk bilik pastu bagi pantun bread is rotihadow is bayangebelum akak mati better 
1,neutral,fastga gifwinner palinguka pake banget yang iniiiii yoon as the cutest and mino pampers him 
1,neutral,laki pun ada je ayat ni lahai 
1,neutral,diam tak berarti kamu kalah kadang itu hanya berarti kamu tak ingin berdebat dng orang yg bahkan menolak tuk mendengarkan 
1,neutral,tengok ni 
1,neutral,tls followan ama aku yukk rep rt kita temenan
1,neutral,isteri tak sihat sejak smlm mcm biasa aku keluar pagi jam 6 30am dia yg akan hantar anak2 ke tadika taska but to 
1,neutral,aku ngak haha cuma bawa tas selempang kecil aja udah kemana2 
1,neutral,biasanya lewat jalur mana ke arah kampung kamu 
1,neutral,rlt yang suka jb2 yuk followan aku butuh temen ngobrol ga cuman butuh followers rt aja yaaa
1,neutral,memang best tengok ikan datang aku pon pernah buat dekat pulau bagi makan roti tapi perbuatan tu salah ikan kene ma 
1,neutral,kalau tak bersungguh nak jaga aku boleh je berhenti berpura2 aku boleh jaga diri aku tanpa memaksa kau kau tak perl 
1,neutral,ab yg bucin exo mutualan yuu rt rep yaa dn aku ada nya janji follback kenalan ya 
1,neutral,sebenernya aku gapapa sih which is itu tuh penting bgt kan karena english tuh literally international language tp prefer bah 
1,neutral,benda yang aku rasa tak perlu nak bawak gurau 1 rupa paras 2 bentuk badan 3 insecurities kita contohnya kita gagap pas 
1,neutral,ga ko aku juga pake bagpack
1,neutral,aku meninggal nanti aku harap tak adalah orang yang post gambar kubur aku letak caption panjang lebaq kau sedekah al 
1,neutral,aku ingatkan berhari hari takda data ada la org cari aku dekat ws rupanya takda langsong 
1,neutral,baca ni aku tergolong org yg kaya 
1,neutral,hari2 kalau tido brape jam je boleh mati sia otak aku 
1,neutral,hi semuanya aku adain give away nih give away nya album bts yg love yourself answers yey cukup follow dan retwee 
1,neutral,sembang dengan budak legend aku kau belajar kat mana main ml memboi 
1,neutral,bts aku sedang sibuk menafkahi keluargaku dan mengejar impianku army aku sedang sibuk menafkahi orang yang sudah je 
1,neutral,askmf ayah aku ayah kan gak suka pedes tp kenapa masakan mama yg pedes tetep ayah makan soalnya mama kamu m 
1,neutral,aku tahu kalau check in the girls akan idamkan peluk sambil tido but then tak rasa kebas ke lelaki statik je tido mcm tu na 
1,neutral,tahukah kamu 14eptember diperingati sebagai hari kunjung perpustakaan peringatan ini dimulai sejak tahun 1995 oleh p 
1,neutral,aku tak tahu kenapa bila time gaduh je english aku automatic power aku rasa time exam nanti kena gaduh dulu before jawab 
1,neutral,nctea selama ini aku cuma tau fotonya jisung aja yg disini dan sekarang udah tau video nya mission complete https 
1,neutral,tadi kt dapur nk mkn aku nyanyi la lagu aizat jika ku air wudhukmu menjadi serimu dalam lima waktu mak pun sound da 
1,neutral,aku tambahin deh nih
1,neutral,aku pernah ketemu lisa blackpink lagi solat di mesjid thailand dia wudhu juga aku liat 
1,neutral,aku macam tahu je siapa bdhshshhs
1,neutral,kamu akan tanya karena aku pun juga mau tanya 
1,neutral,aku lg baca buku ini yg suka puisi yuk reply halamannya dari 2 sampe 153 nanti aku fotoin rlt 
1,neutral,kenapa nama kucing sama denngan nama aku 
1,neutral,aku jual yg penting emailnya masih aktif
1,neutral,ayo siapa lagi yang mau 
1,neutral,freebies alle yuk cari aku di venue dan ikutin rules di gambar ini untuk dapetin freebies idealcutinjkt apinkinjkt 
1,neutral,woooojin apaaa jihoon ha
1,neutral,kahkah tu lah aku confuse ni hmmm
1,neutral,ga yg ini aku masih pilih2 pemenangnyausah komentarnya pada bagus2 jdi bingung pilihnya tunggu sebentar lg okem 
1,neutral,bila cg intai kertas exam masa kau buat 
1,neutral,mau acc kamu jadi rame yuk upfoll di aku gt lt harga dan rules bisa cek pinned ya t upfoll rp
1,neutral,wao ada ainul ada manul dekat gtdc tapi tulah aku takdak ah kat situ baik balik boh 
1,neutral,aku daftarr g jfclosedday
1,neutral,ohh buatpa weh dkt dgn aku dh tuu hahahaha
1,neutral,erm macam tautau je apa yang aku perlukan sekarang 
1,neutral,my dear followers and friends kalau korang ada buat photoshoot makanan tolong dm aku tolong dm aku price untuk photoshoot fo 
1,neutral,boleh mintak dilan satu bila dengar dilan sebut semua ni kan kau takkan rasa geli tau konon mcm nak kata dia jiwang and 
1,neutral,aku naik bas ke bot nii 
1,neutral,coba posisinya dituker deh kamu suka makan aku suka masak
1,neutral,giveaway diadakan dlm rangka bday guanlin mau tambah tmn monbebe amp nctzen 
1,neutral,untung mak aku ada anak yang suka tangkap gambar ni cuba teka umur dia berapa 
1,neutral,ku tak marah kau kacau tidurku tiap pagi genggamanmu kecil hanya muat satu jari tapi didalam kampung hatiku kau gergasi 
1,neutral,rangorang ni pasti mikir kalo crazyrichsurabayan tampilannya perlente pake barang mewah dari atas ampe bawah tapi bias 
1,neutral,giveaway pulsa 20k untuk 1 orang pemenang caranya retweet dan follow akun aku aja ya pemenang aku umumin tangga 
1,neutral,aku bukan gadis yg berniqab tapi alhamdulillah aku sudah berhenti berselfie dan share gmbar 
1,neutral,kuat sangat hantu kat rumah aku ni 
1,neutral,terus aku nanti duduk diatas situ gitu 
1,neutral,kalo nilai ulangan kamu jelek jangan lagi panggil aku ayah oke yah keesokan harinya gimana hasil ulangannya 
1,neutral,apa daya aku ini yg fanatiknya sama mi gaga rasa black paper 
1,neutral,membe aku baru lepas guna pickup line masa nak bayar makan tadi awak orang mana malaysia yela duduk manaini je 
1,neutral,syukurlah kamu tahu tahu hubungannya dgn permesta jg ya 
1,neutral,aku malah nangkepnya kreatif lucuk sih daripada dia naro link mv di tweet berita yg ga ada hubungan sama se 
1,neutral,maryan sejak zaman evdo rev b kamu masih balita sampe zaman now 5g depan mata dirumah sy speed 
1,neutral,tls followan ama aku yukk rep rt kita temenan
1,neutral,otobiografiebuah banatu bangunan itu seperti rumah tradisional dayak akan tetapi ada bedanya kalau rumah da 
1,neutral,orang sabah jangan kamu kasitau pulau mana yang selamat biar dorang kenak culik betul betul oleh abu sayap 
1,neutral,bodo betul aku terhibur bodo ada member ceni 
1,neutral,aku penasaran bagaimana akhir kisah kita 
1,neutral,aku tambahin lagi deh biar jadi dua
1,neutral,tweet bangang mcm ni masih berkeliaran di socmed mari kawan2 kita tengok gender mana yg trash huhu 
1,neutral,macam cekgu
1,neutral,suk mben kesepakatan nde e kerjo karo gawe kopi dewe aku nganggur karo nukokke maeman ning 
1,neutral,tengok anak buah aku gais 
1,neutral,mutualan yuk aku ikonic jg btw rt aja ya fllbck tpi hehe ab 
1,neutral,aku juga mau puk pukin yuqi 
1,neutral,periksa ke dokter kalo didiemin doang bisa kena penyakit lambung dan mesti di rujuk kerumah sakit kaya aku waktu itu
1,neutral,naik lift dgn member nak jumpa prof tingkat 5 aku keluar tingkat 4 member keluar tingkat 6 hahahahah bongok apa memasing 
1,neutral,dulu paling lama pun x betegur dgn bff sendiri ada la dkt 3bulan kot rasanya
1,neutral,dear cowok salat jumat nggak bikin kamu ganteng tapi bikin kamu jadi calon imam yang baik ingatalat jumat itu 
1,neutral,3 julukan mahasiswa yang wajib kamu tau gt nyawwwenyawwwa artikelnyawww infonyawww
1,neutral,help butuh donasi buat kucing jadi ini kucing suka ada disekitaran rumah aku dulu sering bgt kerumah dan tidur di ku 
1,neutral,nanti cd aku keliatan kalo kamu morotin 
1,neutral,tlg please bg perempuan tu baca malu wei lagi malu bila dia beria cerita kat kwan dia n aku skli dengar aku n 
1,neutral,org bilang time2 mngandung ni jaga mulut aku inilah peluang aku mau menyumpah time2 mngandung ni lah mujarab doa
1,neutral,ada yang cakep aslinya daripada fotonya cakep fotonya daripada aslinya aku jelek keduanya 
1,neutral,pah butang baju melayu aku mana pah 
1,neutral,7 and aku tingkat 4 tapi wehhhh bila bunyi tu boleh rasa dia punya gegar dia jalan kuat2 and boleh 
1,neutral,bila dekat universiti aku selalu dengar orang label student macam ni deme pandai hadap buku je tapi soal hidup deme 
1,neutral,hmmm cari topik yang paling terbaru dan ada gap di antara penelitian sebelum2nya jadi kamu bisa isi g 
1,neutral,nak try jugak laaa tapi tulah aku jela yg selalu ckp takecare hm 
1,neutral,kerjaan apa kamoo hmb
1,neutral,urutannya sesuai sticker yah btw itu aku double essence dan laneige dipake 4x dalam seminggu aja selang se 
1,neutral,kalau awek kamu bising nothing is wrong once awek kamu dah senyap everything is wrong perhaps dia dah ada someone yg 
1,neutral,tapi ada sih di beberapa gramed yang jilid sebelum 18 masih dijual di sana walau sebenernya itu cuma bua 
1,neutral,kamu punya berapa banyak topi cuma 2 
1,neutral,wwwwwww serius ada juga nih temen kuliahku dari pontianak di sini dibeliin rumah sama mobil aku yg anak asli kota 
1,neutral,bodola emma tak jadi aku nak murung harini 
1,neutral,lagi siap2 mau jumatan ini sejadah sama sarungnya baru aku siapin 
1,neutral,aku mau bagi 1 e money ini buat bucin dreamies karena apa karena berkat nct dream hr ini aku dpt rejeki lebih tak terduga h 
1,neutral,nany tanya dia kau suka aku ke then dia cakap suka je lah tapi belum jatuh hati lagi hhahah bongok nany anggap dia kawan je
1,neutral,wkwk ngapa jadi nanya ke aku setau aku bisa kalo akunmu ga private nit kalo tetep gabisa mungkin belom di update i 
1,neutral,aku ingatkan gagal tadbir negara dengan elok je dia salahkan bn nak bertanding kepentingan parti sendiri pon salahkan bn 
1,neutral,yang punya anak bisa diajak ke event ini 
1,neutral,terkadang kalo kita lihat orang yang sudah menjalin hubungan sudah lama pas mendengar dia mau nikah ya biasa saja karna ud 
1,neutral,hai adik2 ikutan lomba poster yukudah dua kali anak indonesia jadi juara duniaiapa tau kamu juaranya untuk tahun in 
1,neutral,klu km asli aku layanin pkkny teganv serbaaa
1,neutral,akhir akhir ini aku sering bermimpi bahkan ketika aku sedang tidak tidur 
1,neutral,aku still the same perut aku pon still same 
1,neutral,ay wag po aku 
1,neutral,eh sikda hahaha aku polah scaling jak 
1,neutral,terus kamu dimana sekarang mer ama siapa 
1,neutral,nctea kobisa ya mereka ga ngedip gitu kalo aku udah kedip2 itu hasilnya merem smua 
1,neutral,if si keli tu boleh jadi femes apantah lagi aku kan kahkahkah 
1,neutral,ngantuk aku tidur dulu jangan khawatir besok aku masih mencintaimu seperti biasanya besok aku masih ngirim pesan seperti 
1,neutral,mending sama gua aja gerobaknya gua bayarin buat resepsi di pernikahan kita nanti uwuwuwuwuw 
1,neutral,hi followback ya aku yg di group 
1,neutral,aku tengok member yang keluar pergi sana sini tak habis2 duit diorang guna ilmu apa aku makan terlebih 10 ringgit sikit 
1,neutral,tengah2 malam lapar ulang alik gi peti sejuk 4 5kali buka jenguk tutup buka jenguk tutup terfikir gak kalau peti 
1,neutral,terus kemarin pak juno tiba tiba random ngomong kalau kita masih sesuai plan awal kita lagi ribet nyiapin kawinan nih 
1,neutral,antra bebanyak pondan kt malaysia ni aku rasa viviana ni y bila bercakap ada content ive never thought y komuniti ki 
1,neutral,biasalah tu perempuan kena berjaga jaga muka malaikat pun kadang2 perangai syaitan jugak aku pernah gak camni lari laju teruk 
1,neutral,hampir semua aku punya wkwkwk 
1,neutral,mamat ni cool cinta dlm hati dia tu seputih kain yg belom dicemari walaupun kena mcm tu dia still rasa yg awek dia 
1,neutral,hush floi udah ada yang punya kamu sama harry aja sana
1,neutral,huh bukan dua ke tu pasal aku benci mathematics 
1,neutral,surprise giveaway karena aku gabut dan ingin nambah teman aku mau bagiin pulsa dengan nominal 10rb operator apa aja buat 1 
1,neutral,aku fast lena do bukan fast learner
1,neutral,aku fikir acne scar rupanya tai lalat sendiri em 
1,neutral,faded away kepala bapak dia la dah ada jantan lain tu taknak ngaku hanjeng
1,neutral,dah lah asyik aku je kena cari kau asyik aku je nak kena terhegeh hegeh asyik aku je nak beria lebih pergi mampus 
1,neutral,nak dekat 4 tahun but this is my first time dia bagi surat yg sangat panjang sbb selama ni dia selalu tak reti nak 
1,neutral,sorry ah zri aku tanya kau week 7 kita buat apa je
1,neutral,loh gatau aku ga lagi lagi deh 
1,neutral,kalau da ex buat hal ex eh tolong ah haha takyah sebok2 jaga tepi kain aku time tgt taknak pulak jaga betul2 skrg nak s 
1,neutral,yuk merapat ke workshop bag amphoes premium kamu bs dpt ilmu bs buka usaha laundryepatu tas mahal brand tersedia j 
1,neutral,ni nak femes je sebenarnya 
1,neutral,oiya aku kan anak baik jadi aku kasih tiga
1,neutral,back then in school cikgu semua macam eh jangan bercinta sekarang nanti kat uni lagi handsome handsome kamu jumpa now i 
1,neutral,nek aku konco sak sekolah sihiswa lain masuk bk karena bandel lha ini karena bawa bmw sport sing anyaran 
1,neutral,bayangkan kamu lagi telfonan sama hanbin ternyata udah tengah malem dan kamu ngantuk terus hanbin nyanyiin lagu sampe kam 
1,neutral,aku udah dari beberapa bulan yang lalu main ca xd jadi kalau bosan ke rp aku lari kesana tapi beberapa 
1,neutral,hmm aku tengah lapar ni nep
1,neutral,tubuhmu disembunyikan embun pada jendela itu aku menyebutnya kabut yang tidak meneteskan gerimis tehpotji
1,neutral,ab erina followan kuyy baru buat acc nehh dn ku ada tulisan follback woy kalian rt aja ntar aku follow ntar jangan lup 
1,neutral,bgthu jelah dh tersuka someone yg lain
1,neutral,081223555353 ya allah hiburkanlah aku dengan ridha mu dan sabar dengan setiap ujian yang engkau turunkan jualforedijogja
1,neutral,boleh tak aku nak bakar diorang ni awal2
1,neutral,woelaaah sa ae lu potekan nyam nyam 
1,neutral,ketika teh yg kamu minum terlalu panas tapi kamu paham sekali hukum termodinamika 
1,neutral,duit kamu kan banyak cey es krim bisa kali 
1,neutral,sblum kahwin isteri pernah tnya knpa x pernah confessejak kenal 2017 xpernah aku luahkan perasaan tapi setiap 1 or 
1,neutral,memang best tengok ikan datang aku pon pernah buat dekat pulau bagi makan roti tapi perbuatan tu salah ikan kene ma 
1,neutral,sebab lelaki power bab fokus corpus collosum cc tissue inside our brain which connected between 2 hemisphere left 
1,neutral,aku butuh totebag nder huhu mau nya font kaya gitu tapi warna tulisan nya itaammmmmmmmm totebag nya putih lucu bgt pastii 
1,neutral,aku mau ga ya pulsa buat 2org masing 10k karna aku wkt itu bilang kl si bangchan blonde aku ga nah skrg dia blonde tu 
1,neutral,tgok tweet hg buat aku teringin ti canai
1,neutral,hi followback ya aku yg di group 
1,neutral,lah aku baru tau masaaa ' 
1,neutral,hari minggu dewan penasehat rapat perdana di mbs 
1,neutral,apakah sudah templatenya kalo udah jadi mamah mamah tuh kalo ada bagi2 hadiah atau apapun akan bilang aku satu lagi dong b 
1,neutral,add aku kat pokemon go weyh 684601639823
1,neutral,giveaway diadakan dlm rangka bday guanlin mau tambah tmn monbebe amp nctzen 
1,neutral,aku nak redakan keadaan dululah
1,neutral,sedara aku buat hal pergi kenduri kahwin lepas tu ramai sangat orang lepas tu risau tak dapat tempat duduk maka htt 
1,neutral,yaallah buahagia aku masio lue
1,neutral,aku jujur aku tidak busuq aku masih fresssshcare
1,neutral,aku mimpi amir cena ni 
1,neutral,ab erina followan kuyy baru buat acc nehh dn ku ada tulisan follback woy kalian rt aja ntar aku follow ntar jangan lup 
1,neutral,berdasarkan asas love tadi aku dan alva menggelar acara penghargaan rutin pada anak buah 
1,neutral,edi world war iii
1,neutral,siang ini aku avail y say isi slot yukk minat cuss dm wa aku y sayang availjaksel realangels openbookingjakse 
1,neutral,cara medapatkan uang banyak dengan modal 50 kamu sudah bisa dapat ratusan juta ha 
1,neutral,teringin jugak lah nak makeup mcm other girls yg cantik cantik tu weh tapi memandangkan kening aku macam tak boleh nak c 
1,neutral,tgk badan aku dah macam rupe orang tak makan setahun dah 
1,neutral,aku gak bisa berenang dan gak tau siapa margaret thatcher hem
1,neutral,ho o aku meh gojek wae
1,neutral,sayangnya udh keluar dan sebelum aku tanya pisann udh keluar 
1,neutral,walaikumsalam sebab kami cuba untuk menggunakan teknik ingatan yang baik walau camane pon kami tetap kalah sebab perempua 
1,neutral,antra bebanyak pondan kt malaysia ni aku rasa viviana ni y bila bercakap ada content ive never thought y komuniti ki 
1,neutral,yok minions kamu pasti bisa ngatasi mereka 
1,neutral,assalam macam mana lelaki boleh ingat jalan jauhelekoh belok2 tanpa rujuk maps even pernah pergiekali je kalau aku 
1,neutral,mungkin aku tersilap fikir selama ini 
1,neutral,tak niat pon do padahal aku duk foward ayat dari 2 group je
1,neutral,di sela sela convo saat ada yang petrus biasanya cewe cewe pada jawab begini mundur kamu 
1,neutral,halo teman kotaklicious bersiap ya kasih dukungan yang paling menarik buat peserta favoritmu amp kamu punya kesempatan m 
1,neutral,me jadi kamu bayar homeschooling cuma 3 bulan aja her ya tak lahh aku banyarnya ya selama tiga ta 
1,neutral,lahir bayi laki2 utk abdurrahman bin abi bakar aku berlindung kpd allah tetapi sprt yg dikatakan oleh rasulullah 
1,neutral,korang u know perempuan zaman sekarang tak suka kan bila laki2 try hard sangat macam ni kerja nak tunjuk badan je nak 
1,neutral,waaah berarti fotomu dipake orang lain dia follow aku soalnya nah terus tadi akun kamu di raden 
1,neutral,aku habis husnuzonnn
1,neutral,sis apa pulak aku laki sakai 
1,neutral,pernah pas masih ngajar privat gt adek kakak muridnya adek aku weekend ini mau ke spore miss pernah ke s 
1,neutral,memetwit mesin penenun hujan aku ngelih 
1,neutral,kejadian ragut samun dekat office aku pagi tadi around 8 35 am peragut naik 125zr warna biru try kejar tapi peragut bawa 
1,neutral,2hare retweet repost informasi tentang kuis ini pada akun sosial media kalian dan tag mention 10 orang teman kamu 
1,neutral,wkwkkw aku akan berpaling dari pantene bun
1,neutral,alasan kenapa tidak ada yang perduli sama aku itu semua karena di dunia ini hanya tinggal aku dan sinka sajaemu 
1,neutral,aku tak peduli jika kamu memanggilku musuh aku akan membawa mu ke submisi yamato hotsuin quotes
1,neutral,ini foto terbaru aku 
1,neutral,biasa aku bayar advance 
1,neutral,oalah pantesan aku ga pake wifi ngandelin kuota aja jadi kalo lagi vc kadang suka putus2 krn keganggu sinyal heuheu
1,neutral,grammy museum behind thecene with bts album pertama yang kamu beli taensduga album pertama eminem jin bts 
1,neutral,tak dia bagi aku nasi dia tapi tu la dia laki pastu dia nk solat jumaat lagi dia pon x makan 
1,neutral,mau liat siapa sih yang suka stalk twitter kamu liat temen temen kamu yg kepo cek disini 
1,neutral,mutualan yuk aku ikonic jg btw rt aja ya fllbck tpi hehe ab 
1,neutral,oot btw kenapa aku tau temenku gajinya sampe puluhan juta gimana nggak kalo tiap isipt tahunan langs 
1,neutral,korang tahu tak ada apps namaocar untuk sewa keretaekarang tengah ada banyak promotion sbb baru lagi aku baru tempah k 
1,neutral,teh ais rm2 50 nasi campur rm8 50emalam nasi campur lauk yg sama harga rm7 hari ni jadi rm8 50yukur aku jimat rm1 5 
1,neutral,3 kirim jawaban di kolom komentar dengan format quizidaman tebakkeunggulanblenderturbo dilengkapi dengan jawaban kamu 4 
1,neutral,mmg ptg ni aku bantai tidor
1,neutral,first giveaway nature republic aloe vera untuk 1 orang pemenang pulsa 50k untuk 1 orang pemenang caranya amp like twee 
1,neutral,kuat sangat hantu kat rumah aku ni 
1,neutral,crazyrichsurabayan girl to girl hahhh kon potong rambut mek 500 cek murahee nang ndi ikuu aku potong r 
1,neutral,berapa kali kamu dapeturprise dari orang yg palingpecial 
1,neutral,bukak paper math tdi rase nk tidur je tktau laa saka ape melekat kat aku tdi
1,neutral,aku rasa semalam aku tidur paling lena
